Date,Open,High,Low,Close,Adj Close,Volume
2005-02-14,2067.600098,2088.780029,2065.300049,2084.500000,2083.964111,0
2005-02-15,2084.500000,2095.149902,2047.510010,2090.100098,2089.562744,0
2005-02-16,2095.070068,2129.510010,2073.939941,2078.479980,2077.945557,0
2005-02-17,2076.459961,2103.270020,2076.000000,2096.989990,2096.450928,0
2005-02-18,2106.370117,2110.810059,2079.479980,2085.929932,2085.393799,0
2005-02-21,2081.909912,2085.929932,2016.489990,2022.660034,2022.140015,0
2005-02-22,2025.010010,2034.680054,1992.270020,1992.270020,1991.757813,0
2005-02-23,1990.250000,2043.930054,1987.170044,2042.780029,2042.254883,0
2005-02-24,2043.359985,2073.939941,2043.359985,2073.189941,2072.656982,0
2005-02-25,2073.189941,2073.189941,2073.189941,2073.189941,2072.656982,0
2005-02-28,2075.760010,2084.020020,2072.399902,2079.989990,2079.455322,0
2005-03-01,2082.850098,2093.389893,2082.699951,2088.949951,2088.412842,0
2005-03-02,2088.949951,2093.070068,2066.719971,2068.419922,2067.888184,0
2005-03-03,2071.659912,2096.860107,2064.469971,2093.270020,2092.731934,0
2005-03-04,2092.189941,2124.689941,2085.360107,2124.689941,2124.143799,0
2005-03-07,2128.699951,2171.449951,2128.699951,2166.100098,2165.543213,0
2005-03-08,2167.629883,2172.760010,2144.459961,2149.060059,2148.507568,0
2005-03-09,2155.030029,2160.750000,2149.429932,2157.139893,2156.585449,0
2005-03-10,2157.060059,2158.500000,2132.250000,2137.419922,2136.870361,0
2005-03-11,2137.379883,2141.699951,2135.439941,2137.389893,2136.840332,0
2005-03-14,2137.389893,2140.580078,2112.719971,2115.610107,2115.066162,0
2005-03-15,2113.090088,2115.370117,2101.649902,2106.310059,2105.768555,0
2005-03-16,2106.159912,2108.469971,2095.300049,2099.120117,2098.580566,0
2005-03-17,2098.030029,2104.959961,2096.489990,2100.110107,2099.570313,0
2005-03-18,2098.699951,2098.699951,2048.649902,2050.280029,2049.752930,0
2005-03-21,2054.530029,2068.100098,2033.589966,2033.780029,2033.257202,0
2005-03-22,2032.579956,2032.579956,1999.079956,1999.150024,1998.636108,0
2005-03-23,1999.150024,1999.150024,1999.150024,1999.150024,1998.636108,0
2005-03-28,2000.760010,2009.150024,1986.650024,1986.949951,1986.439209,0
2005-03-29,1989.430054,1989.550049,1930.709961,1931.979980,1931.483276,0
2005-03-30,1930.949951,1956.369995,1890.780029,1951.380005,1950.878296,0
2005-03-31,1958.140015,1964.430054,1943.760010,1954.689941,1954.187500,0
2005-04-01,1953.079956,1972.290039,1950.650024,1966.290039,1965.784546,0
2005-04-04,1965.040039,2000.369995,1964.880005,1994.359985,1993.847290,0
2005-04-05,1996.390015,1997.060059,1954.430054,1962.699951,1962.195435,0
