Date,Open,High,Low,Close,Adj Close,Volume
1994/2/1,2834.560059,3048.540039,2834.560059,2858.639893,2857.905029,0
1994/3/1,2750.300049,2750.300049,2504.879883,2711.5,2710.802979,0
1994/4/1,2711.5,2867.590088,2631.709961,2844.219971,2843.48877,0
1994/5/1,2885.439941,3064.050049,2844.97998,3030.77002,3029.990967,0
1994/6/1,3114.439941,3114.439941,2731.48999,2746.360107,2745.654053,0
1994/7/1,2694.51001,2803.209961,2510.76001,2803.209961,2802.489258,0
1994/8/1,2883.340088,3127.060059,2866.530029,3112.830078,3112.029785,0
1994/9/1,3079.389893,3104.300049,2877.689941,2908.23999,2907.492432,0
1994/10/1,2919.340088,3113.149902,2919.340088,3068.52002,3067.731201,0
1994/11/1,3068.52002,3096.580078,2678.98999,2691.189941,2690.498047,0
1994/12/1,2645.360107,2807.070068,2596.75,2785.810059,2785.093994,0
1995/1/1,2798.209961,2805.280029,2374.860107,2420.120117,2419.498047,0
1995/2/1,2476.889893,2660.51001,2457.790039,2509.98999,2509.344727,0
1995/3/1,2478.22998,2490.909912,2245.77002,2392.25,2391.63501,0
1995/4/1,2394.090088,2517.939941,2361.540039,2466.209961,2465.575928,0
1995/5/1,2466.209961,2806.320068,2441.219971,2772.370117,2771.657471,0
1995/6/1,2791.169922,2886.429932,2736.320068,2766.449951,2765.73877,0
1995/7/1,2774.939941,2958.120117,2767.679932,2896.01001,2895.265625,0
1995/8/1,2893.98999,2935.689941,2754.219971,2758.949951,2758.240723,0
1995/9/1,2757.48999,2789.090088,2606.610107,2629.25,2628.573975,0
1995/10/1,2628.919922,2651.47998,2436.72998,2460.72998,2460.097412,0
1995/11/1,2460.72998,2500.179932,2160.449951,2442.159912,2441.531982,0
1995/12/1,2442.159912,2594.179932,2440.540039,2594.179932,2593.512939,0
1996/1/1,2585.379883,2908.419922,2570.870117,2885.76001,2885.018066,0
1996/2/1,2896.949951,2964.699951,2823.169922,2882.600098,2881.859131,0
1996/3/1,2884.689941,2949.629883,2756.459961,2900.75,2900.004395,0
1996/4/1,2900.310059,3040.860107,2900.310059,2937.97998,2937.224609,0
1996/5/1,2937.97998,3326.360107,2937.97998,3250.26001,3249.424561,0
1996/6/1,3250.26001,3302.330078,3136.219971,3275.26001,3274.417969,0
1996/7/1,3282.459961,3375.939941,2979.449951,3028.340088,3027.561523,0
1996/8/1,3045.850098,3240.459961,3045.469971,3220.709961,3219.88208,0
1996/9/1,3233.610107,3267.110107,3150.25,3169.780029,3168.965088,0
